Protein Name,ChEMBL ID
Dual specificity mitogen-activated protein kinase kinase 2,CHEMBL2964
Dual specificity mitogen-activated protein kinase kinase 4,CHEMBL2897
Voltage-gated potassium channel subunit Kv10.1,CHEMBL3841
Phosphatidylcholine-retinol O-acyltransferase,CHEMBL2202
Metabotropic glutamate receptor 4,CHEMBL2736
Metabotropic glutamate receptor 6,CHEMBL4573
Carbonic anhydrase VII,CHEMBL2326
Motilin receptor,CHEMBL2203
Carbonic anhydrase XIV,CHEMBL3510
Calnexin,CHEMBL2719
Insulin-like growth factor II receptor,CHEMBL3240
Sodium/calcium exchanger 1,CHEMBL4076
Peroxisomal carnitine O-octanoyltransferase,CHEMBL2206
MAP kinase p38 delta,CHEMBL2939
MAP kinase-activated protein kinase 2,CHEMBL2208
Melatonin receptor 1A,CHEMBL1945
Melatonin receptor 1B,CHEMBL1946
Intercellular adhesion molecule-1,CHEMBL3070
Caspase-4,CHEMBL2226
Caspase-5,CHEMBL3131
Coagulation factor III,CHEMBL4081
Alpha-galactosidase B,CHEMBL3132
Sodium/hydrogen exchanger 1,CHEMBL2781
Sodium/hydrogen exchanger 2,CHEMBL3133
Proenkephalin B,CHEMBL2227
Dihydroorotase,CHEMBL3093
MAP kinase-activated protein kinase 5,CHEMBL3094
Matrix metalloproteinase 3,CHEMBL283
Matrix metalloproteinase 8,CHEMBL4588
Cytochrome P450 1A1,CHEMBL2231
"Glutamate receptor ionotropic, AMPA 1",CHEMBL2009
GABA transporter 3,CHEMBL5208
Squalene synthetase,CHEMBL3338
NF-kappaB inhibitor epsilon,CHEMBL3407
Phosphoenolpyruvate carboxykinase mitochondrial,CHEMBL3096
Voltage-gated potassium channel subunit Kv7.4,CHEMBL3576
Subtilisin/kexin type 7,CHEMBL2232
Aldehyde dehydrogenase 1A1,CHEMBL3577
Aldehyde dehydrogenase dimeric NADP-preferring,CHEMBL3578
Aldehyde dehydrogenase 1A3,CHEMBL3579
Aldehyde dehydrogenase 9A1,CHEMBL2542
Arachidonate 12-lipoxygenase,CHEMBL3687
Dipeptidyl peptidase IV,CHEMBL284
Serum amyloid P-component,CHEMBL4929
Granzyme A,CHEMBL4307
Granzyme K,CHEMBL4930
Rho-associated protein kinase 2,CHEMBL2973
Death-associated protein kinase 1,CHEMBL2558
Folylpoly-gamma-glutamate synthetase,CHEMBL3171
Voltage-gated potassium channel subunit Kv4.3,CHEMBL1964
Matrix metalloproteinase 14,CHEMBL3869
Bradykinin B1 receptor,CHEMBL4308
Voltage-gated L-type calcium channel alpha-1D subunit,CHEMBL4138
Dihydropyrimidine dehydrogenase,CHEMBL3172
Dual specificity protein phosphatase 3,CHEMBL2635
Dynamin-1,CHEMBL4958
"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",CHEMBL4931
Gastrin releasing peptide receptor,CHEMBL4959
Glutathione S-transferase A4,CHEMBL4933
Glutathione transferase omega 1,CHEMBL3174
Glucose transporter,CHEMBL2535
Guanine deaminase,CHEMBL3129
Phosphodiesterase 1C,CHEMBL4619
PI3-kinase p110-delta subunit,CHEMBL3130
Phospholipase A2 group 1VB,CHEMBL4136
Bile acid receptor FXR,CHEMBL2047
Fibrinogen beta chain,CHEMBL2048
Neuronal acetylcholine receptor subunit alpha-3,CHEMBL3068
Carnitine acetylase,CHEMBL3184
Cytochrome P450 2C18,CHEMBL2408
Cytochrome P450 4A11,CHEMBL3978
Cytochrome P450 51,CHEMBL3849
Dopamine beta-hydroxylase,CHEMBL3102
GABA receptor alpha-4 subunit,CHEMBL2472
Endothelin-converting enzyme 1,CHEMBL4791
Spermine synthase,CHEMBL4934
Muscle glycogen synthase,CHEMBL4000
Acyl coenzyme A:cholesterol acyltransferase 2,CHEMBL4465
Histone deacetylase 2,CHEMBL1937
Histone deacetylase 3,CHEMBL1829
Tyrosine-protein kinase ABL2,CHEMBL4014
Oligosaccharyl transferase 48 kDa subunit,CHEMBL4239
Heat shock protein HSP 90-alpha,CHEMBL3880
Hormone sensitive lipase,CHEMBL3590
Protein-beta-aspartate methyltransferase,CHEMBL4240
GABA receptor beta-1 subunit,CHEMBL4558
GABA receptor delta subunit,CHEMBL3591
Glutamate decarboxylase 67 kDa isoform,CHEMBL2614
"Glutamate receptor ionotropic, AMPA 2",CHEMBL4016
Glutamate receptor ionotropic kainate 3,CHEMBL3684
Renin,CHEMBL286
Squalene monooxygenase,CHEMBL3592
Lanosterol synthase,CHEMBL3593
Histone deacetylase 4,CHEMBL3524
Integrin alpha-3,CHEMBL3525
"Type I inositol-1,4,5-trisphosphate 5-phosphatase",CHEMBL4243
Cystinyl aminopeptidase,CHEMBL2693
Legumain,CHEMBL4244
Focal adhesion kinase 1,CHEMBL2695
Muscle glycogen phosphorylase,CHEMBL3526
Estrogen-related receptor beta,CHEMBL3751
Estrogen-related receptor gamma,CHEMBL4245
Ribonucleoside-diphosphate reductase M2 chain,CHEMBL1954
Somatostatin receptor 3,CHEMBL2028
Somatostatin receptor 5,CHEMBL1792
Steryl-sulfatase,CHEMBL3559
TAR RNA binding protein 1,CHEMBL2807
LXR-alpha,CHEMBL2808
Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,CHEMBL2239
Sigma opioid receptor,CHEMBL287
Beta-mannosidase,CHEMBL3903
Malate dehydrogenase cytoplasmic,CHEMBL3560
Matrix metalloproteinase 11,CHEMBL2867
Metabotropic glutamate receptor 1,CHEMBL3772
Metabotropic glutamate receptor 5,CHEMBL3227
Metabotropic glutamate receptor 8,CHEMBL3228
Glutathione S-transferase A2,CHEMBL2241
Glutathione S-transferase Mu 3,CHEMBL2242
Glutathione S-transferase Mu 5,CHEMBL2819
Coagulation factor XI,CHEMBL2820
Coagulation factor XII,CHEMBL2821
Histamine H4 receptor,CHEMBL3759
Anandamide amidohydrolase,CHEMBL2243
Prenyl protein specific protease,CHEMBL3411
Alanyl-tRNA synthetase,CHEMBL3574
Methylenetetrahydrofolate dehydrogenase,CHEMBL2541
Serotonin 3b (5-HT3b) receptor,CHEMBL3895
Histone deacetylase 6,CHEMBL1865
Aldehyde reductase,CHEMBL2246
Tubulin beta-4 chain,CHEMBL3838
Atrial natriuretic peptide receptor C,CHEMBL2247
Peptidyl-glycine alpha-amidating monooxygenase,CHEMBL2544
"IgE Fc receptor, alpha-subunit",CHEMBL2248
Heme oxygenase 2,CHEMBL2546
Aminoacyl-tRNA synthetase,CHEMBL3873
Histidyl-tRNA synthetase,CHEMBL4002
Histamine N-methyltransferase,CHEMBL2190
Heme oxygenase 1,CHEMBL2823
Arginyl-tRNA synthetase,CHEMBL2824
Nuclear factor of activated T-cells cytoplasmic 1,CHEMBL3876
Neuropeptide Y receptor type 5,CHEMBL4561
Subtilisin/kexin type 5,CHEMBL2826
Phosphofructokinase liver type,CHEMBL2191
RNase L,CHEMBL3575
Valyl-tRNA synthetase 2,CHEMBL2612
"Tryptophan 2,3-dioxygenase",CHEMBL2140
Histidase,CHEMBL4003
Phosphodiesterase 4D,CHEMBL288
Phosphodiesterase 6C,CHEMBL3977
Phosphorylase kinase gamma subunit 1,CHEMBL4004
PI3-kinase p110-alpha subunit,CHEMBL4005
"AMP-activated protein kinase, alpha-1 subunit",CHEMBL4045
Cytochrome P450 2D6,CHEMBL289
Glutathione S-transferase theta 1,CHEMBL2141
Glutathione S-transferase theta 2,CHEMBL2142
Macrophage-stimulating protein receptor,CHEMBL2689
Hexokinase type I,CHEMBL2688
Hexokinase type III,CHEMBL2709
Coagulation factor V,CHEMBL3618
Alpha-L-fucosidase I,CHEMBL4176
Phosphodiesterase 3B,CHEMBL290
Phosphodiesterase 4C,CHEMBL291
P-glycoprotein 1,CHEMBL4302
Tissue-type plasminogen activator,CHEMBL1873
Serine/threonine-protein kinase mTOR,CHEMBL2842
Furin,CHEMBL2611
Insulin-like growth factor binding protein 1,CHEMBL4178
Insulin-like growth factor binding protein 3,CHEMBL3997
c-Jun N-terminal kinase 2,CHEMBL4179
c-Jun N-terminal kinase 3,CHEMBL2637
Dual specificity mitogen-activated protein kinase kinase 1,CHEMBL3587
Ribose-phosphate pyrophosphokinase I,CHEMBL2638
Leukocyte proteinase 3,CHEMBL3900
Receptor-type tyrosine-protein phosphatase alpha,CHEMBL3918
"Fructose-1,6-bisphosphatase",CHEMBL3975
Glutathione S-transferase Pi,CHEMBL3902
Hexokinase type II,CHEMBL2640
3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II,CHEMBL3670
S-adenosylmethionine decarboxylase 1,CHEMBL4181
GABA receptor alpha-5 subunit,CHEMBL5112
Receptor-type tyrosine-protein phosphatase beta,CHEMBL2706
Liver glycogen phosphorylase,CHEMBL2568
Neurotensin receptor 3,CHEMBL3091
P-selectin glycoprotein ligand 1,CHEMBL4183
Betaine transporter,CHEMBL3715
Sorbitol dehydrogenase,CHEMBL2275
Integrin alpha-6,CHEMBL3716
Lysosomal acid lipase/cholesteryl ester hydrolase,CHEMBL4184
Hepatocyte growth factor receptor,CHEMBL3717
Microsomal triglyceride transfer protein large subunit,CHEMBL2569
Xaa-Pro dipeptidase,CHEMBL4185
Phosphofructokinase muscle type,CHEMBL3291
Glutamate decarboxylase 65 kDa isoform,CHEMBL2952
GABA receptor alpha-6 subunit,CHEMBL2579
Spermidine synthase,CHEMBL4232
Signal transducer and activator of transcription 3,CHEMBL4026
ADAM17,CHEMBL3706
Protein-glutamine glutamyltransferase E,CHEMBL3363
Sodium channel protein type V alpha subunit,CHEMBL1980
Thyroxine-binding globulin,CHEMBL3843
Protein-glutamine gamma-glutamyltransferase K,CHEMBL2810
Estradiol 17-beta-dehydrogenase 3,CHEMBL4234
11-beta-hydroxysteroid dehydrogenase 1,CHEMBL4235
Galanin receptor 2,CHEMBL3176
Xaa-Pro aminopeptidase 2,CHEMBL4610
Group X secretory phospholipase A2,CHEMBL4342
Protein-tyrosine sulfotransferase 2,CHEMBL3178
Kynurenine 3-monooxygenase,CHEMBL2145
Tyrosyl-tRNA synthetase,CHEMBL3179
Carboxylesterase 2,CHEMBL3180
NADH-cytochrome b5 reductase,CHEMBL2146
Estradiol 17-beta-dehydrogenase 1,CHEMBL3181
Prohormone convertase 1,CHEMBL3182
Phosphodiesterase 6A,CHEMBL3878
Selectin E,CHEMBL3890
Protein-tyrosine phosphatase MEG1,CHEMBL3165
Protein-tyrosine phosphatase 1C,CHEMBL3166
Protein-tyrosine phosphatase LC-PTP,CHEMBL2219
Cholecystokinin B receptor,CHEMBL298
Protein-tyrosine phosphatase 2C,CHEMBL3864
Nuclear factor NF-kappa-B p105 subunit,CHEMBL3251
Kynurenine--oxoglutarate transaminase I,CHEMBL3962
Cathepsin S,CHEMBL2954
Fatty acid synthase,CHEMBL4158
Ghrelin receptor,CHEMBL4616
cAMP-dependent protein kinase type II-alpha regulatory subunit,CHEMBL2221
Excitatory amino acid transporter 3,CHEMBL2721
AMP deaminase 3,CHEMBL2912
Cystic fibrosis transmembrane conductance regulator,CHEMBL4051
Cytochrome P450 11B2,CHEMBL2722
Cytochrome P450 21,CHEMBL2759
Hemoglobin beta chain,CHEMBL4331
Lysosomal alpha-mannosidase,CHEMBL4059
Ornithine carbamoyltransferase,CHEMBL2222
Gamma-glutamyl hydrolase,CHEMBL2223
Excitatory amino acid transporter 1,CHEMBL3085
Sphingosine 1-phosphate receptor Edg-5,CHEMBL2955
Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,CHEMBL3136
Dual specificity phosphatase Cdc25B,CHEMBL4804
Cathepsin H,CHEMBL2225
Ephrin type-B receptor 2,CHEMBL3290
Sphingomyelin phosphodiesterase,CHEMBL2760
Vitamin D-binding protein,CHEMBL2259
"Nitric-oxide synthase, endothelial",CHEMBL4803
Interleukin-8 receptor A,CHEMBL4029
C-C chemokine receptor type 2,CHEMBL4015
Alcohol dehydrogenase beta chain,CHEMBL3284
Alcohol dehydrogenase gamma chain,CHEMBL3285
Alcohol dehydrogenase class II,CHEMBL2990
Aspartyl aminopeptidase,CHEMBL2761
Glutamine synthetase,CHEMBL4612
Glyoxalase II,CHEMBL2261
Glycine transporter 2,CHEMBL3060
Protein kinase C eta,CHEMBL3616
Protein-tyrosine phosphatase 1E,CHEMBL2976
Puromycin-sensitive aminopeptidase,CHEMBL2264
Thioredoxin reductase 2,CHEMBL2403
CaM kinase II delta,CHEMBL2801
Caspase-1,CHEMBL4801
Cyclin-dependent kinase 9,CHEMBL3116
Acyl coenzyme A:cholesterol acyltransferase,CHEMBL2265
Choline kinase alpha,CHEMBL3117
Casein kinase I gamma 2,CHEMBL2543
Sphingosine 1-phosphate receptor Edg-1,CHEMBL4333
Protein kinase C alpha,CHEMBL299
Protein kinase C beta,CHEMBL3045
Protein kinase N1,CHEMBL3384
MAP kinase ERK2,CHEMBL4040
MAP kinase ERK1,CHEMBL3385
Sialidase 3,CHEMBL3046
Heparanase,CHEMBL3921
Alpha enolase,CHEMBL3298
Gamma-glutamylcysteine synthetase,CHEMBL4055
Insulin-like growth factor binding protein 4,CHEMBL2310
Poly [ADP-ribose] polymerase-1,CHEMBL3105
Asparagine synthetase,CHEMBL3120
NF-kappa-B-repressing factor,CHEMBL3163
Hypoxia-inducible factor prolyl 4-hydroxylase,CHEMBL3047
Cyclin-dependent kinase 2,CHEMBL301
Glycine transporter 1,CHEMBL2337
Topoisomerase (DNA) II binding protein 1,CHEMBL3175
Nischarin,CHEMBL3923
Chymotrypsin C,CHEMBL2386
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,CHEMBL3901
"Vacuolar ATP synthase subunit B, kidney isoform",CHEMBL3217
Tyrosine-protein kinase BLK,CHEMBL2250
Complement C1r,CHEMBL4611
Calpain 2,CHEMBL2382
CD22,CHEMBL3218
Cholesterol esterase,CHEMBL3219
PI4-kinase type II beta,CHEMBL3220
PI4-kinase type II,CHEMBL2251
Guanylate kinase,CHEMBL4989
Casein kinase I alpha,CHEMBL2793
Cathepsin E,CHEMBL3092
Thymidine phosphorylase,CHEMBL3106
Aminopeptidase A,CHEMBL3439
Epoxide hydratase,CHEMBL2409
Basic fibroblast growth factor,CHEMBL3107
Presenilin 1,CHEMBL2473
Heat shock protein HSP 90-beta,CHEMBL4303
FK506 binding protein 4,CHEMBL4050
Vascular endothelial growth factor receptor 3,CHEMBL1955
Fucosyltransferase 4,CHEMBL4996
Fucosyltransferase 5,CHEMBL3146
Tyrosine-protein kinase FYN,CHEMBL1841
GABA receptor rho-2 subunit,CHEMBL2375
Glyceraldehyde-3-phosphate dehydrogenase liver,CHEMBL2284
Glucagon-like peptide 1 receptor,CHEMBL1784
Glutamate receptor ionotropic kainate 5,CHEMBL2675
G1/S-specific cyclin E1,CHEMBL3617
Tyrosine-protein kinase HCK,CHEMBL3234
Isoleucyl-tRNA synthetase,CHEMBL3235
Fibronectin receptor alpha,CHEMBL3955
Integrin alpha-9,CHEMBL3170
Adenylate cyclase type II,CHEMBL3760
Histone deacetylase 9,CHEMBL4145
"Inositol 1,4,5-trisphosphate receptor type 1",CHEMBL4046
Beta-glucosidase,CHEMBL3761
Beta-glucosidase cytosolic,CHEMBL3865
Brain adenylate cyclase 1,CHEMBL2899
Vascular cell adhesion protein 1,CHEMBL3735
"Inositol 1,4,5-trisphosphate receptor type 3",CHEMBL3904
Calcium-activated potassium channel subunit alpha-1,CHEMBL4304
Small conductance calcium-activated potassium channel protein 1,CHEMBL2369
Tyrosine-protein kinase Lyn,CHEMBL3905
Ribosomal protein S6 kinase alpha 2,CHEMBL3906
Transient receptor potential cation channel subfamily V member 4,CHEMBL3119
Angiotensin-converting enzyme 2,CHEMBL3736
Sialidase 4,CHEMBL4174
Alpha-mannosidase 2A1,CHEMBL4056
Tyrosine-protein kinase CTK,CHEMBL4175
Melanocortin receptor 1,CHEMBL3795
Mitogen-activated protein kinase kinase kinase 11,CHEMBL2708
Matrix metalloproteinase 12,CHEMBL4393
Mannose-6-phosphate isomerase,CHEMBL2758
Mitogen-activated protein kinase kinase kinase 10,CHEMBL2873
Nuclear factor NF-kappa-B p100/p49 subunits,CHEMBL3003
GABA receptor beta-3 subunit,CHEMBL1847
Sphingosine kinase 1,CHEMBL4394
Nerve growth factor receptor Trk-A,CHEMBL2815
Alpha-ketoglutarate dehydrogenase,CHEMBL2816
P2X purinoceptor 3,CHEMBL2998
Purinergic receptor P2Y2,CHEMBL4398
Serine/threonine-protein kinase PAK 3,CHEMBL2999
Phosphoenolpyruvate carboxykinase cytosolic,CHEMBL2911
Phosphodiesterase 7A,CHEMBL3012
Pregnane X receptor,CHEMBL3401
Alkaline phosphatase placental-like,CHEMBL3402
Dual specificity phosphatase Cdc25C,CHEMBL2378
Fibroblast growth factor receptor 4,CHEMBL3973
Fibroblast growth factor receptor 3,CHEMBL2742
Calcium-independent phospholipase A2,CHEMBL3213
6-phosphogluconate dehydrogenase,CHEMBL3404
PI3-kinase p110-gamma subunit,CHEMBL3267
PI4-kinase alpha subunit,CHEMBL3667
PI4-kinase beta subunit,CHEMBL3268
Urokinase-type plasminogen activator,CHEMBL3286
Phospholipase C-gamma-1,CHEMBL3964
Voltage-gated calcium channel alpha2/delta subunit 2,CHEMBL3896
Phospholipase C-gamma-2,CHEMBL4100
Phospholipase D2,CHEMBL2734
DNA polymerase delta subunit 1,CHEMBL2735
Prolyl endopeptidase,CHEMBL3202
cAMP-dependent protein kinase alpha-catalytic subunit,CHEMBL4101
"cAMP-dependent protein kinase, gamma catalytic subunit",CHEMBL2743
cAMP-dependent protein kinase type I-beta regulatory subunit,CHEMBL2320
cAMP-dependent protein kinase type II-beta regulatory subunit,CHEMBL2270
Voltage-gated potassium channel subunit Kv1.7,CHEMBL2773
Alpha-L-fucosidase 2,CHEMBL2271
ADAM9,CHEMBL5982
Sucrase-isomaltase,CHEMBL2748
Coagulation factor VII,CHEMBL3991
Voltage-gated potassium channel subunit Kv7.5,CHEMBL2925
Fucosyltransferase 10,CHEMBL2926
Caspase-6,CHEMBL3308
Caspase-9,CHEMBL2273
Histone deacetylase 11,CHEMBL3310
Sphingosine 1-phosphate receptor Edg-8,CHEMBL2274
DNA topoisomerase II beta,CHEMBL3396
ATP-citrate synthase,CHEMBL3720
Acrosin,CHEMBL2738
Multidrug resistance-associated protein 1,CHEMBL3004
myosin light chain kinase 2,CHEMBL2777
Mitogen-activated protein kinase kinase kinase 9,CHEMBL2872
Tubulin beta-1 chain,CHEMBL1915
Arachidonate 15-lipoxygenase,CHEMBL2903
Aldehyde oxidase,CHEMBL3257
Leucyl-tRNA synthetase,CHEMBL3258
Caspase-7,CHEMBL3468
Cyclin-dependent kinase 1,CHEMBL308
Leukocyte common antigen,CHEMBL3243
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,CHEMBL2292
Protein-glutamine gamma-glutamyltransferase,CHEMBL2730
Receptor-type tyrosine-protein phosphatase F (LAR),CHEMBL3521
Glutamate [NMDA] receptor subunit 3A,CHEMBL4787
Glycerol kinase,CHEMBL2300
Growth factor receptor-bound protein 2,CHEMBL3663
Subtilisin/kexin type 6,CHEMBL2951
Carbonic anhydrase XII,CHEMBL3242
Tyrosine-protein kinase ZAP-70,CHEMBL2803
Peroxisome proliferator-activated receptor delta,CHEMBL3979
Protein kinase C delta,CHEMBL2996
Beta-secretase 1,CHEMBL4822
c-Jun N-terminal kinase 1,CHEMBL2276
Dipeptidyl peptidase II,CHEMBL3976
Mitogen-activated protein kinase kinase kinase 1,CHEMBL3956
AMP deaminase 2,CHEMBL2997
Histone deacetylase 5,CHEMBL2563
GAR transformylase,CHEMBL3972
Pepsin A,CHEMBL3295
Subtilisin/kexin type 9,CHEMBL2929
Glutamate receptor ionotropic kainate 1,CHEMBL1918
Glutamate receptor ionotropic kainate 2,CHEMBL3683
Epididymis-specific alpha-mannosidase,CHEMBL2682
Leucine aminopeptidase,CHEMBL3965
Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP,CHEMBL2889
Dipeptidyl peptidase I,CHEMBL2252
Threonyl-tRNA synthetase,CHEMBL3391
Vitamin D3 receptor-interacting protein,CHEMBL4146
CaM kinase II alpha,CHEMBL4147
Peroxisomal sarcosine oxidase,CHEMBL2254
"Nitric oxide synthase, inducible",CHEMBL4481
Histone deacetylase 7,CHEMBL2716
Phosphodiesterase 11A,CHEMBL2717
Small conductance calcium-activated potassium channel protein 3,CHEMBL3381
Src homology 2 domain containing transforming protein C2,CHEMBL3299
Thymidylate kinase,CHEMBL4388
Phospholipase D3,CHEMBL2769
PI3-kinase p110-beta subunit,CHEMBL3145
Voltage-gated potassium channel subunit Kv1.1,CHEMBL2309
"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL4445
Sodium-dependent vitamin C transporter 2,CHEMBL3271
Kallikrein 4,CHEMBL4446
Kallikrein 5,CHEMBL4447
Kallikrein 6,CHEMBL4448
Phospholipase C-beta-3,CHEMBL5449
Cathepsin L2,CHEMBL3272
Sodium/hydrogen exchanger 3,CHEMBL3273
Sodium/hydrogen exchanger 5,CHEMBL3058
Nucleoside diphosphate kinase 4,CHEMBL4488
Matrix metalloproteinase 9,CHEMBL321
Matrix metalloproteinase 10,CHEMBL4270
Cytochrome P450 1A2,CHEMBL3356
Adenylate cyclase type V,CHEMBL3189
1-acylglycerol-3-phosphate O-acyltransferase beta,CHEMBL4772
L-xylulose reductase,CHEMBL2314
Phosphorylase kinase alpha L subunit,CHEMBL2906
"Glutamate receptor ionotropic, AMPA 4",CHEMBL3190
Neutral amino acid transporter A,CHEMBL2315
Granzyme B,CHEMBL2316
Telomerase reverse transcriptase,CHEMBL2916
Platelet-derived growth factor receptor alpha,CHEMBL2007
Group IIF secretory phospholipase A2,CHEMBL4278
Excitatory amino acid transporter 2,CHEMBL4973
Glutathione reductase,CHEMBL2755
Testis-specific androgen-binding protein,CHEMBL3305
Cyclin-dependent kinase 5 regulatory subunit 1,CHEMBL2783
"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform",CHEMBL4703
Phospholipase A2 group 1B,CHEMBL4426
Group IID secretory phospholipase A2,CHEMBL4281
Prostanoid DP receptor,CHEMBL4427
Vitronectin receptor alpha,CHEMBL3660
Integrin beta-2,CHEMBL3631
Protein kinase C theta,CHEMBL3920
Serine/threonine-protein kinase AKT,CHEMBL4282
Tubulin alpha-3 chain,CHEMBL3661
Tyrosine-protein kinase receptor FLT3,CHEMBL1974
"Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform",CHEMBL4284
Alpha-1-acid glycoprotein 1,CHEMBL4285
Amphiregulin,CHEMBL3731
Spermidine/spermine N(1)-acetyltransferase 1,CHEMBL4286
C5a anaphylatoxin chemotactic receptor,CHEMBL2373
Pyruvate dehydrogenase kinase isoform 1,CHEMBL4766
Pyruvate dehydrogenase kinase isoform 3,CHEMBL3893
Pyruvate dehydrogenase kinase isoform 4,CHEMBL4141
Purine nucleoside phosphorylase,CHEMBL4338
Chemokine XC receptor 1,CHEMBL4339
TRAIL receptor-1,CHEMBL3551
Tyrosine-protein kinase TYK2,CHEMBL3553
Histone deacetylase 1,CHEMBL325
Mevalonate pyrophosphate decarboxylase,CHEMBL4340
Receptor protein-tyrosine kinase erbB-4,CHEMBL3009
"Acetyl-CoA acetyltransferase, mitochondrial",CHEMBL2616
Thiopurine S-methyltransferase,CHEMBL2500
Tryptase beta-1,CHEMBL2617
Transthyretin,CHEMBL3194
G1/S-specific cyclin D3,CHEMBL2422
FK506 binding protein 14,CHEMBL2342
Gamma-secretase subunit PEN-2,CHEMBL2374
Acetylcholine receptor protein delta chain,CHEMBL3011
Serine/threonine-protein kinase Sgk1,CHEMBL2343
Leukocyte adhesion molecule-1,CHEMBL3161
P-selectin,CHEMBL5378
Ribosomal protein S6 kinase alpha 3,CHEMBL2345
Matriptase,CHEMBL3018
Estrogen sulfotransferase,CHEMBL2346
Phosphorylase kinase gamma subunit 2,CHEMBL2349
6-O-methylguanine-DNA methyltransferase,CHEMBL2864
Matrix metalloproteinase 7,CHEMBL4073
Cytochrome P450 3A5,CHEMBL3019
GABA receptor alpha-3 subunit,CHEMBL3026
